unnamed_0,dbn,district,school_name,school,principal,progress_report_type,school_type,peerindex,overallgrade,overallscore2012,overallpercentile2012,progressscore2012,progressgrade2012,performancescore2012,performancegrade2012,environmentscore2012,environmentgrade2012,additionalcredit2012,201011_progress_report_grade,200910_progress_report_grade,parentresponserate,teacherresponserate,studentresponserate,safetyscore,communicationscore,engagementscore,expectationsscore
517,13K009,13,P.S. 009 Teunis G. Bergen,P.S. 009 Teunis G. Bergen,Sandra D'avilar,EMS,Elementary School,44.69,B,64,73.4,35.5,B,16.6,A,9.2,B,2.6,C,C,0.88,0.91,,8.8,8.4,8.8,8.7
518,13K011,13,P.S. 011 Purvis J. Behan,P.S. 011 Purvis J. Behan,Alonta Wrighton,EMS,Elementary School,43.98,A,72.8,90.2,41.2,A,20.5,A,9.6,B,1.4,B,B,0.71,0.66,,8.8,7.8,8.4,8.4
519,13K020,13,P.S. 020 Clinton Hill,P.S. 020 Clinton Hill,L Barbera,EMS,Elementary School,46.55,C,43.8,22.8,22.7,C,12.9,B,6.7,C,1.5,B,C,0.47,1,,8.2,7.8,8,7.9
520,13K044,13,P.S. 044 Marcus Garvey,P.S. 044 Marcus Garvey,Valerie Taylor,EMS,Elementary School,59,B,50.8,41.8,25.7,C,14.5,B,8.2,B,2.3,B,B,0.46,0.93,,8.3,7.8,8.1,8.4
521,13K046,13,P.S. 046 Edward C. Blum,P.S. 046 Edward C. Blum,Karyn Nicholson,EMS,Elementary School,62.66,B,61.6,68.5,39.2,A,12.9,B,4.6,D,4.9,A,A,0.71,0.83,,7.7,7.4,7.7,7.6
522,13K054,13,P.S. 054 Samuel C. Barnes,P.S. 054 Samuel C. Barnes,Lorna Khan,EMS,Elementary School,64.25,B,59.6,63.6,35.7,B,11.7,C,8.2,B,4,C,C,0.51,0.83,,8.2,7.7,8.1,8.2
523,13K056,13,P.S. 056 Lewis H. Latimer,P.S. 056 Lewis H. Latimer,Deborah Clark-Johnson,EMS,Elementary School,58.6,B,49.9,40,22.1,C,15.9,B,10.4,A,1.5,A,B,0.73,0.73,,8.8,8.2,8.7,8.8
524,13K067,13,P.S. 067 Charles A. Dorsey,P.S. 067 Charles A. Dorsey,Temica Francis,EMS,Elementary School,63.5,D,35.2,9.3,20.7,D,5.4,F,5.5,C,3.6,D,C,0.38,0.86,,8.4,7.1,7.7,7.9
525,13K093,13,P.S. 093 William H. Prescott,P.S. 093 William H. Prescott,Sandra Philip,EMS,Elementary School,53.83,A,68.5,83.9,46.2,A,12.8,B,5.6,C,3.9,B,C,0.46,0.93,,8.1,7.5,7.6,7.6
526,13K103,13,Satellite Three,Satellite Three,Beatrice Thompson,EMS,Middle School,2.45,,.,.,.,,.,,.,,.,D,C,0.69,0.95,0.95,7.4,7.2,7.4,7.6
527,13K113,13,M.S. 113 Ronald Edmonds Learning Center,M.S. 113 Ronald Edmonds Learning Center,Dawnique Daughtry,EMS,Middle School,2.65,D,36.1,9.7,16.9,D,11,C,6.3,C,1.9,D,C,0.15,0.95,0.87,7.2,6.9,7.1,7.4
528,13K133,13,P.S. 133 William A. Butler,P.S. 133 William A. Butler,Heather Foster-Mann,EMS,Elementary School,53.39,B,62.6,70.8,36.9,B,12,C,8.5,B,5.2,B,C,0.69,0.97,,8.6,7.9,8.2,8.3
529,13K256,13,P.S. 256 Benjamin Banneker,P.S. 256 Benjamin Banneker,Sharyn Hemphill,EMS,Elementary School,63.2,B,54.6,52.3,33.1,B,12.3,C,6.6,C,2.6,F,C,0.84,0.93,,8.5,7.5,8,8.1
530,13K265,13,Dr. Susan S. Mckinney Secondary School Of The Arts,Dr. Susan S. McKinney Secondary School of the Ar,Paula Holmes,EMS,Middle/High School,2.01,B,56.8,54.1,28.7,C,17.9,A,6.9,C,3.3,B,C,0.35,0.44,0.69,7.3,6.7,7.1,7.5
531,13K265,13,Dr. Susan S. Mckinney Secondary School Of The Arts,Dr. Susan S. McKinney Secondary School of the Arts,Paula Holmes,HS,Middle/High School,2.3,B,61.7,41,29.3,C,15.1,A,6.6,D,5,B,A,0.35,0.44,0.69,7.3,6.7,7.1,7.5
532,13K266,13,M.S. K266 - Park Place Community Middle School,M.S. K266 - Park Place Community Middle School,Michele Robinson,EMS,Middle School,2.61,D,23.5,3.3,2.5,F,10.7,C,8.6,B,1.7,C,C,0.18,0.92,0.88,7.9,7.5,7.8,7.9
533,13K270,13,P.S. 270 Johann Dekalb,P.S. 270 Johann DeKalb,Mitra Lutchman,EMS,Elementary School,60.57,D,27.2,3.1,9.2,F,10.4,C,7.3,C,0.3,C,A,0.5,0.94,,8,7.3,7.9,7.9
534,13K282,13,P.S. 282 Park Slope,P.S. 282 Park Slope,Magalie Alexis,EMS,Elementary/Middle School,45.6,B,60.9,67.5,36,B,16.9,A,5.5,D,2.4,C,B,0.39,0.57,0.97,7.1,6.6,7.2,7.5
535,13K287,13,P.S. 287 Bailey K. Ashford,P.S. 287 Bailey K. Ashford,Ms. Michele Rawlins,EMS,Elementary School,63.29,C,40.8,17.5,28.6,C,5.5,F,2.4,F,4.3,B,B,0.73,0.45,,7.6,6.4,6.7,6.8
536,13K301,13,Satellite East Middle School,Satellite East Middle School,Kim Mcpherson,EMS,Middle School,2.41,D,29,5,11.1,F,8,D,8,B,1.9,B,D,0.36,0.65,0.85,7.9,7.3,7.8,8.2
537,13K305,13,P.S. 305 Dr. Peter Ray,P.S. 305 Dr. Peter Ray,Dr. Julia Mortley,EMS,Elementary School,59.8,D,30.8,5.1,19.1,D,5.4,F,3.5,F,2.8,C,C,0.61,0.91,,7.3,6.8,7.1,7.4
538,13K307,13,P.S. 307 Daniel Hale Williams,P.S. 307 Daniel Hale Williams,Roberta Davenport,EMS,Elementary School,61.27,B,58.4,60.8,35.1,B,11.2,C,7.8,B,4.3,C,C,0.46,0.82,,8.1,7.7,8.1,8.2
539,13K313,13,Satellite West Middle School,Satellite West Middle School,Suzane Joseph,EMS,Middle School,2.08,A,68.4,79,40.9,A,19,A,5.2,D,3.3,A,B,0.41,0.46,0.82,6.6,6.6,6.7,7.1
540,13K336,13,Academy Of Business And Community Development,Academy of Business and Community Development,Simone A. Mcintosh,EMS,Middle/High School,2.45,,.,.,.,,.,,.,,.,D,D,0.32,0.71,0.83,6.7,5.8,6.1,6.3
541,13K336,13,Academy Of Business And Community Development,Academy of Business and Community Development,Simone A. Mcintosh,HS,Middle/High School,0.76,,,,,,,,,,,,,0.32,0.71,0.83,6.7,5.8,6.1,6.3
542,13K492,13,Urban Assembly Academy Of Arts And Letters,Urban Assembly Academy of Arts and Letters,Allison Gaines Pell,EMS,Elementary/Middle School,2.91,C,51.5,39.8,22,C,16.1,B,11.1,A,2.3,B,B,0.76,0.89,0.97,8.3,8.1,8.1,8.3
543,13K527,13,Urban Assembly Institute Of Math And Science For Y,Urban Assembly Institute of Math and Science for,Kiri Soares,EMS,Middle/High School,2.86,D,31,6.9,11.8,F,12.7,C,5.2,D,1.2,B,D,0.45,1,0.96,7.2,6.4,6.7,7.1
544,13K527,13,Urban Assembly Institute Of Math And Science For Y,Urban Assembly Institute of Math and Science for Young Women,Kiri Soares,HS,Middle/High School,2.4,,,,,,,,,,,,,0.45,1,0.96,7.2,6.4,6.7,7.1
545,13K571,13,M.S. 571,M.S. 571,Santosha Troutman,EMS,Middle School,1.79,,.,.,.,,.,,.,,.,.,D,0.33,0.11,0.96,7.3,7.1,7.3,7.8
546,13K596,13,Knowledge And Power Preparatory Academy Vii Middle,Knowledge and Power Preparatory Academy VII Midd,Lisa Reiter,EMS,Middle School,2.3,F,13.4,0.3,6.5,F,3.3,F,1.7,F,1.9,F,D,0.36,0.82,0.79,5.9,6,6.2,6.4
547,13K691,13,Fort Greene Preparatory Academy,FORT GREENE PREPARATORY ACADEMY,Paula Lettiere,EMS,Middle School,2.46,B,64.1,71.6,37.5,B,13.6,B,10.3,A,2.6,.,.,0.34,0.67,0.9,7.7,7.5,7.8,8.3
548,14K016,14,P.S. 016 Leonard Dunkly,P.S. 016 Leonard Dunkly,Mary Renny,EMS,Elementary School,60.87,B,54,51,31,B,10.9,C,8.9,B,3.2,C,C,1,1,,8.6,7.8,7.9,7.9
549,14K017,14,P.S. 017 Henry D. Woodworth,P.S. 017 Henry D. Woodworth,Dr. Robert Marchi,EMS,Elementary School,59.12,A,74.3,91.5,43.7,A,16.9,A,7.9,B,5.8,C,A,0.76,0.77,,8.1,7.2,7.3,7.5
550,14K018,14,P.S. 018 Edward Bush,P.S. 018 Edward Bush,Karen Ford,EMS,Elementary School,59.74,B,54.9,52.8,27.6,C,15.5,B,8.5,B,3.3,C,B,0.91,1,,8.4,7.7,7.8,7.7
551,14K019,14,P.S. 019 Roberto Clemente,P.S. 019 Roberto Clemente,Maria Witherspoon,EMS,Elementary School,66.63,,.,.,.,,.,,.,,.,F,D,0.55,0.68,,7.9,6.4,7.1,6.7
552,14K023,14,P.S. 023 Carter G. Woodson,P.S. 023 Carter G. Woodson,Sharon Meade,EMS,Elementary School,67.05,C,46.3,30,20.6,D,8,D,13.4,A,4.3,B,A,0.93,0.91,,9,8.4,8.8,8.9
553,14K031,14,P.S. 031 Samuel F. Dupont,P.S. 031 Samuel F. Dupont,Mary J. Scarlato,EMS,Elementary School,35.18,A,91.3,98.9,51.3,A,24.9,A,11.4,A,3.7,A,A,0.82,0.82,,9.1,8.3,8.2,8.8
554,14K034,14,P.S. 034 Oliver H. Perry,P.S. 034 Oliver H. Perry,Alicja Winnicki,EMS,Elementary School,23.73,B,49.8,39.5,16.5,D,20.2,A,12.1,A,1,A,B,0.92,1,,9.3,8.7,8.8,9.1
555,14K050,14,J.H.S. 050 John D. Wells,J.H.S. 050 John D. Wells,Denise Jamison,EMS,Middle School,1.96,B,59.1,59.7,38,B,10.6,C,5.1,D,5.4,C,B,0.52,0.94,0.95,6.6,6.6,6.9,7.4
556,14K059,14,P.S. 059 William Floyd,P.S. 059 William Floyd,Dawn Best,EMS,Elementary School,61.6,C,46.4,30.3,33.5,B,3.5,F,5,D,4.4,C,C,0.6,0.87,,7.8,7.2,7.5,7.6
557,14K071,14,Juan Morel Campos Secondary School,Juan Morel Campos Secondary School,Howard Fineman,EMS,Middle/High School,1.94,B,51.8,40.9,30.7,C,10.9,C,6.5,C,3.6,C,B,0.16,0.8,0.71,6.9,6.6,7.1,7.2
558,14K071,14,Juan Morel Campos Secondary School,Juan Morel Campos Secondary School,Howard Fineman,HS,Middle/High School,1.51,C,52.7,17.8,29.3,C,7.2,F,6.5,D,5.3,C,C,0.16,0.8,0.71,6.9,6.6,7.1,7.2
559,14K084,14,P.S. 084 Jose De Diego,P.S. 084 Jose De Diego,Sereida Rodriguez,EMS,Elementary School,56.64,B,59.4,63,37.8,B,8.1,D,8.5,B,5,B,C,0.63,0.67,,8.5,7.9,8,8.1
560,14K110,14,P.S. 110 The Monitor,P.S. 110 The Monitor,Anna Cano Amato,EMS,Elementary School,34.34,B,50.6,41.5,26.7,C,8.4,D,12.9,A,2.6,C,C,0.91,0.89,,9.2,8.5,8.9,8.8
561,14K120,14,P.S. 120 Carlos Tapia,P.S. 120 Carlos Tapia,Liza Caraballo,EMS,Elementary School,63.52,A,64.7,75.1,33.7,B,15.2,B,11.9,A,3.9,A,C,0.38,0.79,,8.9,8.2,8.4,8.3
562,14K126,14,John Ericsson Middle School 126,John Ericsson Middle School 126,Marcos Bausch,EMS,Middle School,1.87,C,44.9,23.8,25,C,9.2,C,6.8,C,3.9,D,B,0.81,0.7,0.94,6.9,6.5,6.7,7.1
563,14K132,14,P.S. 132 The Conselyea School,P.S. 132 The Conselyea School,Beth Lubeck,EMS,Elementary School,37.78,A,86.4,98.2,50.2,A,22.5,A,10,A,3.7,C,B,0.82,1,,8.4,7.9,8,8.2
564,14K147,14,P.S. 147 Isaac Remsen,P.S. 147 Isaac Remsen,Sandra Noyola,EMS,Elementary School,61.34,A,71.9,88.7,40.1,A,16.8,A,10.3,A,4.7,B,A,1,0.94,,8.6,8.1,8.4,8.5
